c1,2
c2,2
c3,11
c8,11
c9,11
c12,11
c13,11
c14,11
c17,11
c30,11
c31,11
c4,15
c10,15
c11,15
c26,15
c18,16
c5,31
c6,31
c7,31
c15,31
c16,31
c19,31
c20,31
c21,31
c22,31
c23,31
c24,31
c25,31
c27,31
c28,31
c29,31
